filename,size_bytes,size_gb,size_match,path_glenwrt,path_glenhouse_pc
"07.大观园试才题对额.A.Dream.in.Red.Mansions.1987.E07.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4",1757311158,1.64,True,"/Volumes/Media_Lib/TV-Series/红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/07.大观园试才题对额.A.Dream.in.Red.Mansions.1987.E07.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4","/Volumes/Media_Lib-1/【4K修复】红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/07.大观园试才题对额.A.Dream.in.Red.Mansions.1987.E07.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4"
"悬崖之上.Cliff.Walkers.2021.1080p.WEB-DL.H264.AAC-SharkWEB.mp4",1645055292,1.53,True,"/Volumes/Media_Lib/Movies/0-Latest Movies/悬崖之上.Cliff.Walkers.2021.1080p.WEB-DL.H264.AAC-SharkWEB/悬崖之上.Cliff.Walkers.2021.1080p.WEB-DL.H264.AAC-SharkWEB.mp4","/Volumes/Media_Lib-1/悬崖之上.Cliff.Walkers.2021.1080p.WEB-DL.H264.AAC-SharkWEB/悬崖之上.Cliff.Walkers.2021.1080p.WEB-DL.H264.AAC-SharkWEB.mp4"
"08.荣国府归省庆元宵.A.Dream.in.Red.Mansions.1987.E08.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4",1586737085,1.48,True,"/Volumes/Media_Lib/TV-Series/红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/08.荣国府归省庆元宵.A.Dream.in.Red.Mansions.1987.E08.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4","/Volumes/Media_Lib-1/【4K修复】红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/08.荣国府归省庆元宵.A.Dream.in.Red.Mansions.1987.E08.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4"
"人民的名义 55.mp4",1572298095,1.46,True,"/Volumes/Media_Lib/TV-Series/2017.人民的名义.55集全.1080p/人民的名义 55.mp4","/Volumes/Media_Lib-1/2017.人民的名义.55集全.1080p/人民的名义 55.mp4"
"09.意绵绵静日玉生香.A.Dream.in.Red.Mansions.1987.E09.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4",1568062063,1.46,True,"/Volumes/Media_Lib/TV-Series/红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/09.意绵绵静日玉生香.A.Dream.in.Red.Mansions.1987.E09.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4","/Volumes/Media_Lib-1/【4K修复】红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/09.意绵绵静日玉生香.A.Dream.in.Red.Mansions.1987.E09.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4"
"20.勇晴雯病补雀金裘.A.Dream.in.Red.Mansions.1987.E20.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4",1558426951,1.45,True,"/Volumes/Media_Lib/TV-Series/红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/20.勇晴雯病补雀金裘.A.Dream.in.Red.Mansions.1987.E20.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4","/Volumes/Media_Lib-1/【4K修复】红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/20.勇晴雯病补雀金裘.A.Dream.in.Red.Mansions.1987.E20.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4"
"01.林黛玉别父进京都.A.Dream.in.Red.Mansions.1987.E01.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4",1556982689,1.45,True,"/Volumes/Media_Lib/TV-Series/红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/01.林黛玉别父进京都.A.Dream.in.Red.Mansions.1987.E01.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4","/Volumes/Media_Lib-1/【4K修复】红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/01.林黛玉别父进京都.A.Dream.in.Red.Mansions.1987.E01.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4"
"11.为争宠姐弟遭魔魇.A.Dream.in.Red.Mansions.1987.E11.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4",1537444381,1.43,True,"/Volumes/Media_Lib/TV-Series/红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/11.为争宠姐弟遭魔魇.A.Dream.in.Red.Mansions.1987.E11.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4","/Volumes/Media_Lib-1/【4K修复】红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/11.为争宠姐弟遭魔魇.A.Dream.in.Red.Mansions.1987.E11.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4"
"35.大厦倾公府末路.A.Dream.in.Red.Mansions.1987.E35.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4",1529991771,1.42,True,"/Volumes/Media_Lib/TV-Series/红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/35.大厦倾公府末路.A.Dream.in.Red.Mansions.1987.E35.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4","/Volumes/Media_Lib-1/【4K修复】红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/35.大厦倾公府末路.A.Dream.in.Red.Mansions.1987.E35.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4"
"36.白茫茫厚地高天.A.Dream.in.Red.Mansions.1987.E36.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4",1526197727,1.42,True,"/Volumes/Media_Lib/TV-Series/红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/36.白茫茫厚地高天.A.Dream.in.Red.Mansions.1987.E36.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4","/Volumes/Media_Lib-1/【4K修复】红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/36.白茫茫厚地高天.A.Dream.in.Red.Mansions.1987.E36.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4"
"34.强英雄凤姐知命.A.Dream.in.Red.Mansions.1987.E34.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4",1522916206,1.42,True,"/Volumes/Media_Lib/TV-Series/红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/34.强英雄凤姐知命.A.Dream.in.Red.Mansions.1987.E34.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4","/Volumes/Media_Lib-1/【4K修复】红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/34.强英雄凤姐知命.A.Dream.in.Red.Mansions.1987.E34.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4"
"29.痴公子杜撰芙蓉诔.A.Dream.in.Red.Mansions.1987.E29.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4",1419734096,1.32,True,"/Volumes/Media_Lib/TV-Series/红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/29.痴公子杜撰芙蓉诔.A.Dream.in.Red.Mansions.1987.E29.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4","/Volumes/Media_Lib-1/【4K修复】红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/29.痴公子杜撰芙蓉诔.A.Dream.in.Red.Mansions.1987.E29.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4"
"15.弄唇舌宝玉遭笞挞.A.Dream.in.Red.Mansions.1987.E15.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4",1415519215,1.32,True,"/Volumes/Media_Lib/TV-Series/红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/15.弄唇舌宝玉遭笞挞.A.Dream.in.Red.Mansions.1987.E15.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4","/Volumes/Media_Lib-1/【4K修复】红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/15.弄唇舌宝玉遭笞挞.A.Dream.in.Red.Mansions.1987.E15.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4"
"23.慧紫娟情辞试忙玉.A.Dream.in.Red.Mansions.1987.E23.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4",1373704054,1.28,True,"/Volumes/Media_Lib/TV-Series/红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/23.慧紫娟情辞试忙玉.A.Dream.in.Red.Mansions.1987.E23.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4","/Volumes/Media_Lib-1/【4K修复】红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/23.慧紫娟情辞试忙玉.A.Dream.in.Red.Mansions.1987.E23.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4"
"04.探宝钗黛玉半含酸.A.Dream.in.Red.Mansions.1987.E04.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4",1365725601,1.27,True,"/Volumes/Media_Lib/TV-Series/红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/04.探宝钗黛玉半含酸.A.Dream.in.Red.Mansions.1987.E04.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4","/Volumes/Media_Lib-1/【4K修复】红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/04.探宝钗黛玉半含酸.A.Dream.in.Red.Mansions.1987.E04.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4"
"03.刘姥姥一进荣国府.A.Dream.in.Red.Mansions.1987.E03.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4",1214553650,1.13,True,"/Volumes/Media_Lib/TV-Series/红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/03.刘姥姥一进荣国府.A.Dream.in.Red.Mansions.1987.E03.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4","/Volumes/Media_Lib-1/【4K修复】红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/03.刘姥姥一进荣国府.A.Dream.in.Red.Mansions.1987.E03.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4"
"The.Pacific.SP1.Making.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv",1128391250,1.05,True,"/Volumes/Media_Lib/TV-Series/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.SP1.Making.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv","/Volumes/Media_Lib-1/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.SP1.Making.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv"
"05.王熙凤毒设相思局.A.Dream.in.Red.Mansions.1987.E05.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4",1072612069,1.00,True,"/Volumes/Media_Lib/TV-Series/红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/05.王熙凤毒设相思局.A.Dream.in.Red.Mansions.1987.E05.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4","/Volumes/Media_Lib-1/【4K修复】红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/05.王熙凤毒设相思局.A.Dream.in.Red.Mansions.1987.E05.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4"
"02.宝黛钗初会荣庆堂.A.Dream.in.Red.Mansions.1987.E02.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4",1067725669,0.99,True,"/Volumes/Media_Lib/TV-Series/红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/02.宝黛钗初会荣庆堂.A.Dream.in.Red.Mansions.1987.E02.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4","/Volumes/Media_Lib-1/【4K修复】红楼梦.A.Dream.in.Red.Mansions.1987.2160p.WEB-DL.H264.AAC-HDPTWeb/02.宝黛钗初会荣庆堂.A.Dream.in.Red.Mansions.1987.E02.2160p.WEB-DL.H264.AAC-HDPTWeb.mp4"
